Ticker,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume,Rel Volume,Price,Change,Volume
BTSG,-0.0458,0.40869999999999995,0.17600000000000002,0.22699999999999998,1.0017,0.34590000000000004,0.013500000000000002,0.0391,1.17,1820000.0,0.98,22.92,-0.0345,1791280.0
ORCX,-0.0326,0.4081,-0.193,,,-0.2636,0.0203,0.0344,,26770.0,0.3,15.14,0.0007000000000000001,8000.0
OS,0.0032,0.4072,0.1524,-0.0592,,-0.0028000000000000004,0.011899999999999999,0.0268,1.29,1300000.0,0.67,28.44,0.0139,868384.0
NVEE,-0.0014000000000000002,0.40700000000000003,0.24850000000000003,0.0086,-0.06269999999999999,0.17620000000000002,0.0072,0.0429,2.0,700510.0,0.83,22.16,-0.0031,580094.0
COIW,0.1291,0.406,-0.005699999999999999,,,-0.1118,0.0382,0.07150000000000001,,12840.0,1.0,43.39,0.0635,12889.0
LMBO,0.021099999999999997,0.4054,-0.239,-0.26789999999999997,,-0.1335,0.0258,0.035,,5640.0,1.31,19.7,0.024399999999999998,7373.0
INTZ,-0.0377,0.40369999999999995,0.2439,1.4472,-0.0556,-0.5024000000000001,0.0326,0.081,2.0,466420.0,1.12,1.53,-0.049699999999999994,523499.0
XMTR,0.0088,0.40340000000000004,0.035,0.1242,1.0605,-0.21710000000000002,0.0273,0.041299999999999996,1.82,696290.0,0.59,33.4,-0.0024,414039.0
NET,0.0354,0.40259999999999996,0.041100000000000005,0.7143,1.0922,0.4693,0.0069,0.024900000000000002,2.12,3880000.0,0.54,158.21,0.0108,2081477.0
AISP,0.33840000000000003,0.4021,0.06,0.9925,0.1937,-0.1534,0.1223,0.0663,1.0,859510.0,2.16,5.3,0.0928,1857221.0
CRCT,-0.0271,0.4014,0.02,0.1773,-0.0288,0.0719,0.0169,0.0466,4.5,490050.0,0.74,6.11,0.0,361834.0
DUOL,-0.024,0.3995,0.34369999999999995,0.6870999999999999,1.9163999999999999,0.597,0.016399999999999998,0.044500000000000005,1.8,1030000.0,0.52,517.8,0.0068000000000000005,537357.0
RKDA,0.0801,0.39909999999999995,0.0499,0.4718,0.3705,-0.2939,0.0233,0.052300000000000006,1.0,9790.0,0.47,4.18,0.017,4573.0
PTIR,-0.0922,0.3985,0.17190000000000003,1.7453,,0.8756999999999999,0.0495,0.0935,,1180000.0,0.61,246.06,0.029500000000000002,717521.0
PLTU,-0.0916,0.3979,0.1674,,,0.8625,0.0495,0.0933,,4720000.0,0.86,51.89,0.0296,4079555.0
LYFT,-0.0148,0.39770000000000005,0.2253,-0.0757,-0.005,0.2395,0.0165,0.0596,2.42,18890000.0,0.66,15.99,0.0013,12464074.0
SFIX,0.0118,0.39740000000000003,-0.1454,0.1689,0.8491,-0.0046,0.0294,0.0473,3.33,2190000.0,0.42,4.29,0.0438,920270.0
NXT,-0.08990000000000001,0.3967,0.21530000000000002,0.4975,0.26239999999999997,0.5344,0.0181,0.0424,1.74,2280000.0,2.99,56.05,-0.0313,6806054.0
COIN,0.1125,0.396,0.15539999999999998,-0.1643,0.2076,0.09519999999999999,0.0292,0.0591,2.25,11140000.0,1.39,271.95,0.05,15506006.0
AMBP,0.0212,0.39490000000000003,0.40509999999999996,0.0665,-0.0541,0.2791,0.0253,0.0212,2.88,2280000.0,1.27,3.85,0.018500000000000003,2900467.0
DY,0.1672,0.3948,0.3074,0.1449,0.4747,0.28809999999999997,0.0747,0.0334,1.0,544690.0,1.27,224.21,0.0004,690736.0
DEFI,0.0849,0.39409999999999995,0.1378,0.44420000000000004,0.7609999999999999,0.18230000000000002,0.0171,0.0216,,960.0,1.15,125.57,0.0166,1101.0
STX,0.013300000000000001,0.39399999999999996,0.0794,0.122,0.1245,0.2613,0.0304,0.031200000000000002,2.0,4200000.0,1.92,108.86,0.0424,8052541.0
UBRL,-0.054000000000000006,0.39380000000000004,0.15410000000000001,0.3849,,0.8874,0.0377,0.0463,,162510.0,0.47,30.33,-0.016200000000000003,75924.0
AGX,0.0745,0.3934,0.474,0.4106,1.9821,0.43729999999999997,0.0091,0.013000000000000001,2.0,386910.0,1.07,196.97,0.0199,414933.0
HUT,0.09630000000000001,0.3931,-0.047400000000000005,-0.3179,0.7166,-0.1664,0.0319,0.055999999999999994,1.0,5860000.0,1.72,17.08,0.044000000000000004,10055601.0
MIGI,-0.045,0.39299999999999996,0.056299999999999996,-0.6302,-0.5246,-0.2807,0.0567,0.0934,1.0,505910.0,0.13,0.6,0.0414,63472.0
APP,-0.041299999999999996,0.39280000000000004,-0.1537,0.1794,3.156,0.08539999999999999,0.0204,0.0446,1.68,9550000.0,0.56,351.47,-0.0192,5305147.0
SMTC,-0.0467,0.39189999999999997,0.018600000000000002,-0.17559999999999998,-0.0602,-0.389,0.0067,0.0277,1.43,2520000.0,0.6,37.79,-0.0187,1514766.0
KPDD,0.0305,0.3918,,,,-0.040999999999999995,0.0359,0.0384,,12170.0,0.49,23.91,0.0587,5971.0
ARKR,0.056600000000000004,0.39159999999999995,0.0728,0.1503,-0.1471,0.0855,0.0263,0.0647,,10050.0,0.52,11.94,0.016200000000000003,5237.0
LZ,0.0391,0.39159999999999995,0.1027,0.23670000000000002,0.0926,0.273,0.0248,0.0496,2.9,2420000.0,0.63,9.56,0.0138,1517723.0
MBX,0.1746,0.39149999999999996,0.14980000000000002,-0.23809999999999998,,-0.3212,0.039900000000000005,0.0521,1.0,285180.0,0.95,12.51,0.0212,272117.0
SYM,0.0924,0.3908,0.2027,-0.037000000000000005,-0.3175,0.2412,0.0625,0.036000000000000004,2.06,1330000.0,1.91,29.43,0.10060000000000001,2528264.0
RBRK,0.0654,0.3899,0.3072,1.0787,1.5259,0.39399999999999996,0.0222,0.016399999999999998,1.43,2580000.0,0.94,91.11,0.0383,2417386.0
QQQU,-0.013999999999999999,0.3896,-0.1259,-0.054299999999999994,0.3917,-0.16820000000000002,0.0172,0.0347,,172050.0,0.61,38.66,0.0171,105547.0
CEG,0.024900000000000002,0.3893,0.024700000000000003,0.2657,0.3552,0.3029,0.0152,0.030299999999999997,1.61,4090000.0,0.57,291.47,0.0152,2331120.0
IMRA,-0.0109,0.3884,,,,0.3007,0.0262,0.0384,,780.0,0.66,58.8,-0.0116,510.0
IRTC,0.009899999999999999,0.38780000000000003,0.19260000000000002,0.8532,0.5381,0.5797,0.012199999999999999,0.04190000000000001,1.23,485070.0,0.85,142.44,0.0184,412633.0
NPKI,-0.038599999999999995,0.3868,0.2116,0.1133,0.015300000000000001,0.0378,0.0147,0.0541,1.0,899240.0,1.07,7.96,0.0089,960562.0
YYGH,-0.0197,0.38659999999999994,-0.12869999999999998,-0.1902,-0.0067,-0.20739999999999997,0.032799999999999996,0.039,,53270.0,0.16,1.49,-0.0449,8281.0
VUZI,-0.0989,0.386,-0.2796,1.1743000000000001,0.48119999999999996,-0.3985,0.0227,0.0682,1.0,1490000.0,0.67,2.37,0.0042,997009.0
BITU,0.1582,0.38549999999999995,0.213,0.1343,0.5133,0.1629,0.0092,0.0363,,2650000.0,1.6,57.47,0.0472,4232159.0
OPXS,0.0049,0.3851,0.3898,-0.0679,-0.023799999999999998,0.1953,0.0361,0.0398,,18260.0,2.46,8.2,0.0354,44882.0
LEU,-0.0326,0.385,-0.0519,0.21850000000000003,0.833,0.3987,0.008100000000000001,0.0496,1.5,674660.0,0.73,93.17,-0.0018,490122.0
CLFD,-0.0021,0.385,0.2214,0.4214,0.0737,0.2545,0.0223,0.026699999999999998,1.0,130520.00000000001,1.23,38.89,0.0286,160654.0
SHLS,-0.0022,0.3848,0.0111,0.0728,-0.30760000000000004,-0.1736,0.0202,0.0873,1.82,7250000.0,1.29,4.57,-0.0297,9348540.0
KFS,0.0803,0.3848,0.4752,0.2812,0.4125,0.35009999999999997,0.0363,0.0335,,60650.0,1.03,11.3,-0.0034999999999999996,62285.0
MCHP,-0.0452,0.3845,-0.0495,-0.1103,-0.3982,0.012199999999999999,0.013000000000000001,0.0377,1.6,12150000.0,0.95,58.05,-0.0203,11529146.0
DUSL,-0.018799999999999997,0.3826,0.0558,-0.1152,0.1059,0.09820000000000001,0.028999999999999998,0.0298,,16390.0,0.77,60.38,0.0007000000000000001,12602.0
INNV,-0.047400000000000005,0.3814,0.2108,-0.1911,-0.0673,0.0229,0.0202,0.0487,3.0,50690.0,0.31,4.02,-0.0195,15783.0
ABVC,0.0,0.38130000000000003,0.7295999999999999,1.3707,0.1204,1.0508,0.0705,0.10439999999999999,3.0,382090.0,0.66,1.21,0.0168,250432.0
VERB,0.1058,0.3811,0.2616,0.0433,-0.7943000000000001,-0.041299999999999996,0.0504,0.062400000000000004,1.0,67840.0,0.2,6.27,-0.0151,13589.0
YXT,-0.051100000000000007,0.3809,-0.5333,-0.5561,,-0.6144,0.0363,0.0783,,105850.0,0.62,0.91,0.030299999999999997,66073.0
WRD,0.1507,0.38079999999999997,-0.5871999999999999,-0.4501,,-0.2891,0.1056,0.1042,1.0,8710000.0,2.88,10.08,-0.0175,25049367.0
LMB,0.025099999999999997,0.3803,0.5677,0.3378,1.5900999999999998,0.4686,0.0141,0.0278,1.0,250610.0,0.6,125.62,-0.0109,151212.0
BEGS,0.0849,0.3801,0.1616,,,0.1948,0.0069,0.0245,,1400.0,0.22,29.27,0.0206,306.0
HYFM,-0.024700000000000003,0.3799,-0.4542,-0.38770000000000004,-0.6265,-0.45520000000000005,0.0362,0.0767,3.0,305700.0,0.03,3.16,-0.0063,9464.0
NYXH,0.33549999999999996,0.37979999999999997,-0.1959,0.0171,-0.17620000000000002,0.04,0.0415,0.0415,1.44,156010.0,1.23,8.32,0.0335,192413.0
BTFX,0.15539999999999998,0.3789,0.2169,0.07440000000000001,0.4572,0.1115,0.0074,0.0365,,9270.0,1.87,58.23,0.0434,17316.0
URAA,0.0089,0.3789,0.0698,-0.3427,,-0.066,0.0053,0.024300000000000002,,35540.0,0.61,16.85,0.0151,21562.0
BTCL,0.1559,0.3788,0.2274,0.1449,,0.2087,0.009300000000000001,0.037000000000000005,,105460.0,5.96,58.78,0.047400000000000005,628860.0
ELAN,-0.0209,0.3787,0.1497,-0.057999999999999996,-0.2547,0.0462,0.0248,0.0567,1.8,5770000.0,0.85,12.67,0.004,4875432.0
SNOW,0.1105,0.3785,0.1422,0.5943999999999999,0.233,0.31579999999999997,0.0675,0.0298,1.51,5400000.0,4.84,203.18,0.1343,26144395.0
ZTEK,0.0101,0.37829999999999997,0.5539000000000001,0.248,0.3663,0.6862,0.011699999999999999,0.0637,,49690.0,0.65,1.59,-0.009399999999999999,32202.0
ASPI,0.22640000000000002,0.37810000000000005,0.6352,-0.0127,0.4914,0.7219,0.0721,0.055099999999999996,1.0,2100000.0,1.99,7.8,0.0052,4185328.0
ANVS,0.23079999999999998,0.3775,-0.0235,-0.695,-0.7623000000000001,-0.5865,0.0969,0.0603,1.5,383600.0,0.84,2.08,0.0348,321539.0
XNET,0.1127,0.37729999999999997,0.7029000000000001,1.8966999999999998,1.8351,1.6784000000000001,0.0897,0.058499999999999996,1.0,1470000.0,0.52,5.33,-0.08259999999999999,765320.0
FNGO,0.0031,0.377,-0.031,0.1309,0.4386,-0.0191,0.011699999999999999,0.0279,,32900.0,0.48,91.09,0.009000000000000001,15835.0
MAXI,0.09939999999999999,0.37689999999999996,0.3517,0.1489,0.15109999999999998,0.2955,0.0181,0.034,,48640.0,0.98,34.63,0.026699999999999998,47636.0
LITE,-0.0242,0.3754,0.0345,-0.0579,0.608,-0.09609999999999999,0.006999999999999999,0.028399999999999998,1.61,2870000.0,0.43,75.88,-0.0009,1236911.0
LGCY,0.16579999999999998,0.37420000000000003,0.20929999999999999,0.415,,0.0901,0.044500000000000005,0.0495,1.0,46860.0,0.99,9.07,0.029500000000000002,46605.0
TC,0.046900000000000004,0.374,-0.057300000000000004,0.0096,-0.6343,-0.3009,0.0232,0.0646,1.0,213040.0,0.26,0.79,0.0184,55529.0
AGFY,-0.192,0.374,-0.031400000000000004,0.1491,3.6997000000000004,-0.2469,0.021,0.1121,1.0,30100.0,0.37,21.83,-0.056900000000000006,11034.0
BOEU,-0.030299999999999997,0.3732,,,,0.3732,0.028999999999999998,0.024700000000000003,,17560.0,0.89,38.5,0.0040999999999999995,15567.0
XPEL,-0.047599999999999996,0.37229999999999996,-0.1388,-0.1818,0.0385,-0.1084,0.0194,0.0406,1.67,287690.0,0.61,35.61,-0.0064,176820.0
ADBG,0.028300000000000002,0.3716,,,,0.10490000000000001,0.0173,0.0194,,5200.0,0.36,16.34,0.0031,1886.0
RHLD,0.1957,0.3715,0.36310000000000003,,,0.2009,0.0294,0.0377,,90090.0,0.25,35.44,0.023399999999999997,22673.0
QUP,-0.066,0.3709,,,,0.24109999999999998,0.0163,0.0661,,1000.0,0.4,31.02,-0.009399999999999999,400.0
AIBU,-0.0282,0.37070000000000003,-0.12269999999999999,0.0166,0.29109999999999997,-0.0475,0.0212,0.0316,,18210.0,0.43,33.76,0.0178,7898.0
TEKX,0.016399999999999998,0.3704,-0.1206,-0.1007,,-0.0392,0.023399999999999997,0.049100000000000005,,4430.0,0.14,26.87,-0.008,632.0
SUGP,-0.0163,0.3701,-0.0113,-0.4484,-0.6751999999999999,-0.2027,0.0712,0.0751,,23350.0,0.42,0.88,-0.0704,9814.0
RETL,-0.0027,0.36979999999999996,-0.1081,-0.24530000000000002,-0.2382,-0.2652,0.0605,0.0478,,738090.0,0.74,7.26,0.052199999999999996,543978.0
BITX,0.1592,0.3691,0.2072,0.1039,0.262,0.172,0.0088,0.0373,,7630000.0,1.52,60.65,0.0466,11565086.0
WANT,-0.048,0.3686,-0.185,-0.1997,0.2757,-0.2743,0.0342,0.042300000000000004,,31710.0,0.45,39.47,0.015700000000000002,14257.0
TTEC,0.0,0.36810000000000004,0.3575,0.1491,-0.25989999999999996,0.0501,0.0584,0.0709,1.8,683500.0,0.38,5.24,0.0106,260144.0
CVNA,0.0163,0.368,0.35359999999999997,0.2352,1.5722999999999998,0.4863,0.0302,0.0335,1.9,5040000.0,0.72,302.25,0.0348,3644842.0
MTW,-0.0833,0.3679,-0.0204,0.0086,-0.1632,0.1566,0.0285,0.0432,3.4,283400.0,0.59,10.56,-0.011200000000000002,168517.0
VXRT,0.1072,0.3675,-0.34130000000000005,-0.22949999999999998,-0.47590000000000005,-0.2901,0.0602,0.0705,1.0,2089999.9999999998,0.33,0.47,0.0278,694904.0
DHAI,0.042699999999999995,0.3675,-0.5382,-0.7611,-0.8581,-0.8355,0.0499,0.0751,,1170000.0,0.17,0.23,0.0365,194961.0
OPTT,0.0204,0.3669,-0.1449,2.6782,1.9,-0.4598,0.0814,0.0662,1.0,4650000.0,0.89,0.55,0.1016,4149467.0
FNGG,-0.005699999999999999,0.36560000000000004,-0.04190000000000001,0.1093,0.4021,-0.0194,0.0097,0.0265,,31380.0,0.97,176.49,0.009000000000000001,30463.0
GEV,0.0746,0.3652,0.3994,0.41009999999999996,1.8507,0.39490000000000003,0.0169,0.02,1.59,4090000.0,0.65,458.82,0.0128,2676180.0
DLHC,0.0481,0.3651,-0.067,-0.4064,-0.5309,-0.3761,0.0138,0.0298,1.0,64580.0,0.59,5.01,0.002,38401.0
EHAB,-0.04650000000000001,0.3644,0.26039999999999996,0.43700000000000006,0.1464,0.31370000000000003,0.0091,0.04019999999999999,2.6,383300.0,0.56,10.26,-0.0163,214108.0
CAR,0.1143,0.3643,0.3519,0.16649999999999998,-0.0044,0.4607,0.04650000000000001,0.024399999999999998,1.8,1640000.0,1.37,117.75,0.0806,2240111.0
RIOX,0.0489,0.364,-0.4207,,,-0.6296,0.023700000000000002,0.0737,,450470.0,2.22,10.08,0.0223,999907.0
RPID,0.0294,0.3636,-0.0187,1.9716999999999998,2.7952,2.5,0.0278,0.0625,1.0,384590.0,0.17,3.15,-0.0032,65458.0
DHX,0.0757,0.363,-0.24050000000000002,0.2134,-0.18109999999999998,0.1243,0.0647,0.07980000000000001,1.0,148120.0,0.61,1.99,0.0815,90718.0
TSW,-0.0155,0.3626,-0.1408,,,-0.2086,0.0316,0.0417,,21230.0,1.36,40.64,0.025,28836.0
RTC,0.0264,0.3624,-0.4901,-0.9616,-0.9495,-0.914,0.1185,0.2409,,9450000.0,0.0,0.31,0.0,0.0
WLDN,0.08650000000000001,0.36219999999999997,0.5948,0.2346,0.6033,0.3486,0.0167,0.0181,1.0,141660.0,1.19,51.37,0.0023,168457.0
MAGX,-0.0149,0.3614,-0.1417,-0.0855,0.31920000000000004,-0.1852,0.0163,0.0361,,159290.0,0.74,37.67,0.0086,117639.0
WWW,0.023700000000000002,0.3608,0.10949999999999999,-0.2316,0.2534,-0.24230000000000002,0.023700000000000002,0.039,1.3,1590000.0,0.61,16.82,0.011399999999999999,976116.0
TSLA,-0.0052,0.3601,0.0096,0.0068000000000000005,0.9494,-0.1555,0.0222,0.0338,2.47,125770000.0,0.77,341.04,0.0192,96492414.0
MEG,0.0239,0.3591,0.1116,0.1085,-0.5976,0.06309999999999999,0.0105,0.0455,1.83,544910.0,0.52,19.72,0.0113,285858.0
DXYZ,0.061500000000000006,0.3589,-0.10189999999999999,0.1857,1.8538999999999999,-0.2635,0.062,0.0421,,541780.0,1.43,43.35,0.1073,774231.0
SPYU,-0.0558,0.3588,-0.2781,-0.2811,-0.0958,-0.2463,0.033,0.037000000000000005,,1880000.0,0.95,35.22,-0.0009,1783102.0
NRXP,0.1208,0.3586,0.17980000000000002,1.0692,-0.33740000000000003,0.2227,0.0784,0.044800000000000006,1.0,226130.0,1.45,2.69,0.022799999999999997,328392.0
CTOR,0.0281,0.3582,-0.22219999999999998,-0.061900000000000004,-0.9177,-0.2087,0.0276,0.0667,1.0,1300000.0,0.02,0.91,0.0394,23853.0
SABS,-0.0412,0.3577,0.022000000000000002,-0.42060000000000003,-0.46090000000000003,-0.5097999999999999,0.0682,0.0608,1.0,43940.0,7.22,1.86,0.0877,317186.0
NTGR,0.0177,0.35729999999999995,0.13970000000000002,0.2208,1.3717,0.07139999999999999,0.0233,0.043,2.5,431550.0,0.72,29.86,-0.0037,309433.0
AMSC,0.071,0.3565,-0.019799999999999998,-0.17600000000000002,0.7565999999999999,0.0227,0.028300000000000002,0.022400000000000003,1.0,702780.0,3.18,25.19,0.041299999999999996,2237372.0
TARK,-0.012199999999999999,0.35479999999999995,-0.2187,-0.11460000000000001,0.1598,-0.1474,0.0406,0.0519,,158690.0,0.49,37.19,0.0288,77976.0
FSLY,-0.0746,0.3527,0.0248,0.1754,-0.1507,-0.2119,0.0317,0.0574,3.0,2940000.0,0.53,7.44,0.0192,1542885.0
BENF,0.0639,0.35229999999999995,-0.2216,-0.6424,-0.9029,-0.5437,0.0398,0.0436,,415250.0,0.2,0.34,0.0583,81735.0
HDSN,-0.0888,0.3522,0.2422,0.21899999999999997,-0.25129999999999997,0.2867,0.015700000000000002,0.0451,2.5,559950.0,0.71,7.18,-0.0336,397897.0
WRBY,0.14800000000000002,0.3519,-0.1624,-0.1161,0.20850000000000002,-0.16690000000000002,0.0757,0.0581,1.94,2960000.0,1.24,20.17,0.006500000000000001,3652836.0
AQB,0.1047,0.3518,0.17559999999999998,-0.158,-0.5546,0.35090000000000005,0.060599999999999994,0.11939999999999999,3.0,1220000.0,0.09,0.85,-0.0556,114665.0
VRCA,-0.034,0.35159999999999997,-0.1577,-0.302,-0.9287000000000001,-0.1143,0.0137,0.06480000000000001,2.33,408360.0,0.26,0.62,-0.0273,105370.0
DCTH,0.0062,0.3503,0.08529999999999999,0.6581,1.0112,0.3414,0.053099999999999994,0.057800000000000004,1.0,473460.0,1.79,16.15,-0.0632,847215.0
VTSI,-0.14880000000000002,0.35009999999999997,-0.1402,-0.2841,-0.4838,-0.2459,0.020099999999999996,0.084,1.0,94420.0,0.76,5.09,-0.0305,72142.0
ATAT,0.1016,0.35,0.0512,0.213,0.7976000000000001,0.222,0.0453,0.0269,1.06,1420000.0,3.04,32.86,0.0888,4325088.0
QXO,0.0338,0.34990000000000004,0.34450000000000003,0.0852,-0.8441,0.0579,0.0562,0.0381,1.0,4400000.0,7.52,16.82,-0.0141,33049838.0
RCMT,-0.0292,0.3496,0.1924,0.027200000000000002,0.0,0.0208,0.0152,0.0414,1.0,43490.0,0.68,22.62,0.0070999999999999995,29569.0
RIVN,0.039900000000000005,0.3483,0.2267,0.5799,0.5477000000000001,0.1962,0.037599999999999995,0.0318,2.58,33780000.0,0.83,15.91,-0.0263,28062305.0
SCPH,0.217,0.3481,0.0785,0.0463,-0.1324,-0.009899999999999999,0.0665,0.07690000000000001,1.0,496440.0,0.55,3.51,0.049400000000000006,272035.0
MYRG,-0.0394,0.348,0.3035,0.1144,0.0143,0.0558,0.011899999999999999,0.044500000000000005,1.5,260760.0,1.05,157.07,-0.0233,273855.0
SOLT,0.09789999999999999,0.34740000000000004,,,,0.6139,0.0576,0.0724,,277020.0,2.76,22.38,0.0754,764587.0
GPMT,-0.0166,0.34659999999999996,-0.17420000000000002,-0.2861,-0.309,-0.1505,0.0213,0.0556,2.33,407900.0,1.49,2.37,0.0172,609779.0
RCAT,0.037000000000000005,0.34600000000000003,-0.13269999999999998,0.3735,5.3491,-0.4763,0.0509,0.052000000000000005,1.0,4680000.0,0.84,6.73,0.059800000000000006,3922985.0
DOUG,-0.0183,0.34590000000000004,0.0974,0.0863,0.6718999999999999,0.2814,0.0438,0.0332,1.0,543890.0,0.87,2.14,0.019,475311.0
GOOS,0.2566,0.3455,0.09609999999999999,0.2087,-0.1303,0.1376,0.0897,0.0446,3.54,1150000.0,3.19,11.41,0.0694,3659729.0
BGFV,-0.1374,0.3452,-0.226,-0.3616,-0.6596,-0.36869999999999997,0.0141,0.1139,3.0,288890.0,0.94,1.13,-0.0342,271170.0
JG,0.2238,0.3452,-0.06860000000000001,1.5678,2.456,0.5547,0.0202,0.0377,1.0,45690.0,0.41,10.99,0.0732,18865.0
SPRX,0.0349,0.34509999999999996,0.0226,0.1042,0.1398,-0.0173,0.0294,0.0225,,48500.0,1.51,26.66,0.0475,73153.0
WFF,0.17129999999999998,0.345,,,,0.3307,0.1929,0.09119999999999999,,142930.0,0.14,4.99,0.055,20264.0
AMPG,0.1818,0.3448,0.26489999999999997,1.7529,0.6364,-0.5447,0.0793,0.0501,1.0,292810.0,2.21,2.34,0.109,647740.0
RDVT,0.0187,0.3442,0.2902,0.5006,1.5138,0.3958,0.0051,0.0338,1.0,106760.0,1.93,50.11,0.006,206448.0
NNE,0.0575,0.3436,-0.0473,0.2151,6.1984,0.1075,0.0463,0.0416,1.0,2029999.9999999998,1.36,27.57,0.0728,2753403.0
DECO,0.0403,0.3435,-0.1603,-0.13949999999999999,,-0.046799999999999994,0.023799999999999998,0.028300000000000002,,1020.0,0.2,30.74,0.0138,202.0
SLS,0.1,0.3435,0.3858,0.3643,0.1892,0.6923,0.10460000000000001,0.0602,1.0,1620000.0,1.68,1.76,0.0353,2731859.0
FLNC,-0.0819,0.3433,-0.2896,-0.7490000000000001,-0.7284,-0.6895,0.0348,0.0626,2.62,5130000.0,0.73,4.93,-0.016,3758194.0
TXMD,-0.0068000000000000005,0.34259999999999996,0.11539999999999999,0.124,-0.3224,0.6859999999999999,0.0115,0.033,3.0,68640.0,0.19,1.45,-0.0068000000000000005,13113.0
ABTS,0.0781,0.3425,-0.4404,-0.6007,-0.6517000000000001,-0.6661,0.0882,0.3607,,150910.0,1.84,3.45,-0.0726,277638.0
CJMB,-0.0104,0.342,0.0,,,0.3488,0.0693,0.0649,,42650.0,0.31,5.53,0.0929,13137.0
